UF,Municipio,órgão_Concedente,Ano_de_Vigencia,Nome_Ministro,Partido_Ministro,Partido_Governador,Transferencia_percapita,Vl_Liberado
AC,RIO BRANCO,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PT,0.190868731005891,139867.27
RS,PORTO ALEGRE,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PT,0.0130911751180505,140999.85
CE,FORTALEZA,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PSB,0.0167240816151048,143927.53
PR,CURITIBA,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PMDB,0.0138997084275539,145107.41
DF,BRASILIA,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PT,0.0551125113836646,145967.25
ES,VITORIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,Reinhold Stephanes,PMDB,PMDB,0.0425748573568644,148467
PE,OLINDA,MINISTERIO DO TURISMO,2015,Henrique Eduardo Alves,PMDB,PSB,0.0159169423615807,148746.58
AM,MANAUS,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PMDB,0.0438598189586809,148832.55
MT,CUIABA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PMDB,0.0487668172369242,150000
MT,CUIABA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PMDB,0.0487668172369242,150000
PR,MARINGA,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PMDB,0.0143683652277515,150000
BA,SALVADOR,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2015,Kátia Abreu,PMDB,PT,0.00986586761031717,150000
MT,CUIABA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PMDB,0.0495795975242062,152500
PR,CASCAVEL,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PMDB,0.0146557325323066,153000
AC,RIO BRANCO,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PT,0.22191028631289,153369.3
AC,RIO BRANCO,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PT,0.207700194784827,157600
AC,RIO BRANCO,MINISTERIO DA INTEGRACAO NACIONAL,2010,Geddel Vieira Lima,PMDB,PT,0.215100635513713,157624.24
DF,BRASILIA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PT,0.060534705595447,157995.4
MA,SAO LUIS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,Antônio Andrade,PMDB,PMDB,0.0234294889201994,159187
AP,MACAPA,MINISTERIO DA INTEGRACAO NACIONAL,2010,Geddel Vieira Lima,PMDB,PDT,0.238522048366281,159497.07
PI,TERESINA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,0.050909842739967,159867.75
PR,CASCAVEL,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PMDB,0.015326256242935,160000
PI,TERESINA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,Reinhold Stephanes,PMDB,PT,0.0508691470674732,160000
PE,RECIFE,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PSB,0.0181663279704926,160050
MT,CUIABA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,Antônio Andrade,PMDB,PMDB,0.0503941877614026,160360
PA,BELEM,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2010,Wagner Rossi,PMDB,PT,0.0214151725904768,162500
ES,VITORIA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,0.0458831980598887,162748.3
MS,CAMPO GRANDE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,Reinhold Stephanes,PMDB,PMDB,0.0701546876972571,165600
PI,TERESINA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,Mendes Ribeiro Filho,PMDB,PSB,0.0527830436979912,165750
AP,MACAPA,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PDT,0.249189683096327,166630.4
PR,CURITIBA,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PMDB,0.015721141388553,168000
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2010,João Santana,PMDB,PT,0.0541440326513338,168876.05
RJ,RIO DE JANEIRO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,Mendes Ribeiro Filho,PMDB,PMDB,0.0104997828722884,169179.19
SP,CAMPINAS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2010,Wagner Rossi,PMDB,PSDB,0.00416250930860348,171712.5
AC,RIO BRANCO,MINISTERIO DO TURISMO,2013,Gastão Vieira,PMDB,PT,0.222041101765313,172406.7
PE,RECIFE,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PSB,0.0197497098835721,174000
PI,TERESINA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,0.056400642249427,177110.03
PE,OLINDA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,0.0201640126689787,178750
CE,FORTALEZA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,0.0212321076832068,181111.11
BA,VITORIA DA CONQUISTA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,Antônio Andrade,PMDB,PT,0.0121379145909134,182604.45
AP,MACAPA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,Mendes Ribeiro Filho,PMDB,PSB,0.268565894248291,183779.91
AP,MACAPA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,Mendes Ribeiro Filho,PMDB,PSB,0.268595252673896,183800
MA,SAO LUIS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,Antônio Andrade,PMDB,PMDB,0.0270634462618009,183877.2
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2010,Geddel Vieira Lima,PMDB,PT,0.0605604654033405,188889
PR,CASCAVEL,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PMDB,0.017779862284673,190000
RN,NATAL,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2008,Reinhold Stephanes,PMDB,PSB,0.0636188164549016,197627.4
RS,PORTO ALEGRE,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PT,0.0183833718502112,198000
PA,BELEM,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PT,0.0269142055868508,200000
PE,RECIFE,MINISTERIO DA SAUDE,2015,Marcelo Castro,PMDB,PSB,0.0214014229592111,200000
PR,CURITIBA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2010,Wagner Rossi,PMDB,PMDB,0.0191578203036687,200000
ES,VITORIA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,0.0567221603078421,201194.24
PE,OLINDA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,0.0227185623865528,201395.58
RN,NATAL,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PSB,0.0640591982722948,202948.06
PR,JACAREZINHO,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PMDB,0.0195286917574723,203871.75
MT,CUIABA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PMDB,0.0687949426859853,211603.75
RN,NATAL,MINISTERIO DA INTEGRACAO NACIONAL,2010,Geddel Vieira Lima,PMDB,PSB,0.0669116479642742,211985
PR,CASCAVEL,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PMDB,0.0206014578526516,215071
AC,RIO BRANCO,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PT,0.28911740077039,215790
CE,FORTALEZA,MINISTERIO DA INTEGRACAO NACIONAL,2010,Geddel Vieira Lima,PMDB,PSB,0.0256453787291868,216653.57
AP,MACAPA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,Mendes Ribeiro Filho,PMDB,PSB,0.316673510633478,216700
AP,MACAPA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,Mendes Ribeiro Filho,PMDB,PSB,0.316673510633478,216700
AP,MACAPA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,Mendes Ribeiro Filho,PMDB,PSB,0.316673510633478,216700
AP,MACAPA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,Reinhold Stephanes,PMDB,PDT,0.3466643473043,217223
AP,MACAPA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,Reinhold Stephanes,PMDB,PDT,0.3466643473043,217223
SC,FLORIANOPOLIS,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PMDB,0.0356197343147114,217948
DF,BRASILIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PT,0.0827466573936052,219157.17
PE,RECIFE,MINISTERIO DA SAUDE,2015,Marcelo Castro,PMDB,PSB,0.0235415652551322,220000
PE,RECIFE,MINISTERIO DA SAUDE,2015,Marcelo Castro,PMDB,PSB,0.0235415652551322,220000
PA,BELEM,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PT,0.0292857058137779,222222.22
CE,FORTALEZA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PSB,0.0259096270569213,222978.38
CE,FORTALEZA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,0.0263773118541515,225000
PI,TERESINA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,0.0716511905402595,225000
PE,RECIFE,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PSB,0.0255826845440132,225390
AP,MACAPA,MINISTERIO DA INTEGRACAO NACIONAL,2010,Geddel Vieira Lima,PMDB,PDT,0.343934175678081,229985
AP,MACAPA,MINISTERIO DA INTEGRACAO NACIONAL,2009,Geddel Vieira Lima,PMDB,PDT,0.372996110812325,233722.72
DF,BRASILIA,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PT,0.0900566804554372,238518
RR,BOA VISTA,MINISTERIO DA SAUDE,2015,Marcelo Castro,PMDB,PP,0.480555308356323,243000
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2010,João Santana,PMDB,PT,0.0780454213910481,243424.84
PB,JOAO PESSOA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,0.0642936273475417,243750
PB,JOAO PESSOA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,0.0642936273475417,243750
AM,MANAUS,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PMDB,0.0718997757096266,243982.47
MT,CUIABA,MINISTERIO DO TURISMO,2015,Henrique Eduardo Alves,PMDB,PDT,0.0757926997696514,247500
BA,SALVADOR,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PT,0.0169087822096929,247500
BA,SALVADOR,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PT,0.0175686216676587,247670.71
MS,CAMPO GRANDE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,Reinhold Stephanes,PMDB,PMDB,0.105062575778501,248000
DF,BRASILIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PT,0.0939453251839132,248817.2
DF,BRASILIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PT,0.0939453251839132,248817.2
ES,VITORIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,Antônio Andrade,PMDB,PSB,0.0648557600395482,249005
PE,OLINDA,MINISTERIO DO TURISMO,2015,Henrique Eduardo Alves,PMDB,PSB,0.0266827591099705,249355
PE,OLINDA,MINISTERIO DO TURISMO,2015,Henrique Eduardo Alves,PMDB,PSB,0.0267208022794228,249710.52
PE,OLINDA,MINISTERIO DO TURISMO,2015,Henrique Eduardo Alves,PMDB,PSB,0.026747772352636,249962.56
MT,CUIABA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PMDB,0.0812780287282069,250000
PR,CASCAVEL,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PMDB,0.0233945556377276,250000
MT,CUIABA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,Mendes Ribeiro Filho,PMDB,PMDB,0.0812780287282069,250000
ES,VITORIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2015,Kátia Abreu,PMDB,PMDB,0.0636439349389846,250115
PA,BELEM,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PT,0.0338854962037513,251803.8
AL,MACEIO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2015,Kátia Abreu,PMDB,PMDB,0.0753930340396033,251883
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2009,Geddel Vieira Lima,PMDB,PT,0.0805379920993856,253318.16
AM,MANAUS,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PMDB,0.0736870561001248,256500
MS,CAMPO GRANDE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,Reinhold Stephanes,PMDB,PMDB,0.108971920332066,257228
CE,FORTALEZA,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PSB,0.0302484285739188,258557.79
PE,RECIFE,MINISTERIO DA SAUDE,2015,Marcelo Castro,PMDB,PSB,0.0277177222936376,259026.91
RO,PORTO VELHO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PMDB,0.163130443751647,259379.2
PR,CASCAVEL,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PMDB,0.0243303378632367,260000
ES,VITORIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2015,Kátia Abreu,PMDB,PMDB,0.0661592590773684,260000
BA,SALVADOR,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PT,0.0185861207853836,263464.6
BA,SALVADOR,MINISTERIO DO TURISMO,2015,Henrique Eduardo Alves,PMDB,PT,0.0175975178529452,267551.5
PE,RECIFE,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PSB,0.0303873122415512,267720
AC,RIO BRANCO,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2015,Celso Pansera,PMDB,PT,0.337724156298654,271365.75
MA,SAO LUIS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PMDB,0.0404732337510578,271750
PI,TERESINA,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2015,Celso Pansera,PMDB,PT,0.0858232200217975,274980
AP,MACAPA,MINISTERIO DA INTEGRACAO NACIONAL,2009,Geddel Vieira Lima,PMDB,PDT,0.438870172627588,275000
AM,MANAUS,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PMDB,0.0815381410038225,276689
MA,SAO LUIS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,Antônio Andrade,PMDB,PMDB,0.0408839378767588,277777.78
MT,CUIABA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PMDB,0.0903089215315902,277777.78
AP,MACAPA,MINISTERIO DA INTEGRACAO NACIONAL,2009,Geddel Vieira Lima,PMDB,PDT,0.443653219152613,277997.1
PE,RECIFE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PSB,0.0311371770416575,278087
PI,TERESINA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,Antônio Andrade,PMDB,PSB,0.0879351139356428,280000
PR,MARINGA,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PMDB,0.0269373245203528,281214.92
RO,PORTO VELHO,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PMDB,0.177009089874221,281446.4
PA,BELEM,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,Reinhold Stephanes,PMDB,PT,0.037962486980253,282100
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PMDB,0.115976805688306,287333
BA,SALVADOR,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PT,0.0205413080616029,289577.66
CE,FORTALEZA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PSB,0.0338716977273427,291500
RO,PORTO VELHO,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PMDB,0.184105185435824,292729.27
ES,VITORIA,MINISTERIO DO TURISMO,2013,Gastão Vieira,PMDB,PSB,0.0764788769812516,293630.4
PA,BELEM,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PT,0.0398069174891199,295806
PE,RECIFE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PSB,0.0331428812002381,296000
AM,MANAUS,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PMDB,0.0853218544317234,297000
PE,RECIFE,MINISTERIO DA SAUDE,2015,Marcelo Castro,PMDB,PSB,0.031984961648115,298905
BA,SALVADOR,MINISTERIO DO TURISMO,2013,Gastão Vieira,PMDB,PT,0.0198748522431031,299000
CE,FORTALEZA,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PSB,0.0348593801653613,300000
PI,TERESINA,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PT,0.0953796507515122,300000
PI,TERESINA,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PT,0.0953796507515122,300000
PI,TERESINA,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PT,0.0953796507515122,300000
PI,TERESINA,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PT,0.0961842120028278,300000
AC,RIO BRANCO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,Reinhold Stephanes,PMDB,PT,0.434070481470978,300000
SC,FLORIANOPOLIS,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PMDB,0.0500102717175734,306000
CE,FORTALEZA,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PSB,0.0363397255344573,307000
ES,VITORIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2015,Kátia Abreu,PMDB,PMDB,0.0781188174490466,307000
MS,CAMPO GRANDE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PMDB,0.123901180317817,310383.36
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2009,Geddel Vieira Lima,PMDB,PT,0.100678626215097,316667
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2010,João Santana,PMDB,PT,0.101527886207665,316667
PE,OLINDA,MINISTERIO DO TURISMO,2013,Gastão Vieira,PMDB,PSB,0.0348575324019525,320987.33
PE,RECIFE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PSB,0.0362917236403245,324122.4
AP,MACAPA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,Reinhold Stephanes,PMDB,PDT,0.519995723010681,325834
BA,SALVADOR,MINISTERIO DO TURISMO,2013,Gastão Vieira,PMDB,PT,0.0217476682112108,327174.9
MT,CUIABA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PMDB,0.106595731538021,327873.76
RO,PORTO VELHO,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PMDB,0.208338244200826,331260.1
MT,CUIABA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PMDB,0.107977441770795,332123.71
MT,CUIABA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PMDB,0.108370921712353,333334
MA,SAO LUIS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PMDB,0.0498934068320308,335000
BA,SALVADOR,MINISTERIO DO TURISMO,2013,Gastão Vieira,PMDB,PT,0.0223232087024998,335833.41
RN,NATAL,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PSB,0.106371796891103,337000
AC,RIO BRANCO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2008,Reinhold Stephanes,PMDB,PT,0.496854749416607,337897.5
DF,BRASILIA,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PT,0.12799543294172,339000
PA,BELEM,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PT,0.0459935244421358,341778.8
RS,PORTO ALEGRE,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PT,0.0317530968321829,342000
PA,BELEM,MINISTERIO DA DEFESA,2009,Nelson Jobim,PMDB,PT,0.0464449187325562,345133.12
BA,SALVADOR,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,Reinhold Stephanes,PMDB,PT,0.0236554395996438,346253.28
MT,CUIABA,MINISTERIO DE MINAS E ENERGIA,2013,Edison Lobão,PMDB,PMDB,0.108862535679908,346412.89
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PMDB,0.141311578104415,350100
RS,PORTO ALEGRE,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PT,0.0326543648484676,351707.2
RS,PORTO ALEGRE,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PT,0.0329057713853161,354415
MT,CUIABA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PMDB,0.115794827596297,356168.91
AM,MANAUS,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PMDB,0.106089258197384,360000
PI,TERESINA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,Reinhold Stephanes,PMDB,PT,0.114773513070986,361000
PE,OLINDA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,0.0412445713683654,365625
PE,RECIFE,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PSB,0.0425646473318878,374400
CE,FORTALEZA,MINISTERIO DO TURISMO,2013,Gastão Vieira,PMDB,PSB,0.0427176343862604,375000
PR,LONDRINA,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PMDB,0.0350918334565914,375000
RS,PORTO ALEGRE,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PT,0.0357114146674158,383282.4
RJ,RIO DE JANEIRO,MINISTERIO DO TURISMO,2013,Gastão Vieira,PMDB,PMDB,0.0236456208341298,387059.4
PE,OLINDA,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PSB,0.0438969623653626,392045
TO,PALMAS,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PMDB,0.305391234556531,394581.05
DF,BRASILIA,MINISTERIO DO TURISMO,2013,Gastão Vieira,PMDB,PT,0.142969236432798,398850
CE,FORTALEZA,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PSB,0.0467956174500389,400000
PE,OLINDA,MINISTERIO DO TURISMO,2013,Gastão Vieira,PMDB,PSB,0.0434496636278241,400108.4
DF,BRASILIA,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PT,0.151486936914487,401218
DF,BRASILIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PT,0.152969184438776,405143.78
RJ,RIO DE JANEIRO,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PMDB,0.0250890790762206,407230
PE,OLINDA,MINISTERIO DO TURISMO,2013,Gastão Vieira,PMDB,PSB,0.0443493568477122,408393.27
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2009,Geddel Vieira Lima,PMDB,PT,0.130210995684071,409555.9
AL,MACEIO,MINISTERIO DA SAUDE,2015,Marcelo Castro,PMDB,PMDB,0.12272024692511,410000
BA,SALVADOR,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PT,0.0290800905600789,412220.2
RS,PORTO ALEGRE,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PT,0.0391149873410059,421292
CE,FORTALEZA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PSB,0.0496478912108464,427270
BA,SALVADOR,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PT,0.0303407630365261,427723.84
MA,SAO LUIS,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PDT,0.067534267358427,430000
PE,OLINDA,MINISTERIO DO TURISMO,2013,Gastão Vieira,PMDB,PSB,0.0470215180457292,433000
PA,BELEM,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2010,Wagner Rossi,PMDB,PT,0.0571071264686525,433333.33
MT,CUIABA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PMDB,0.143446009606413,441220.13
BA,SALVADOR,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PT,0.0315926675677634,442974.44
BA,SALVADOR,MINISTERIO DO TURISMO,2013,Gastão Vieira,PMDB,PT,0.0294723851557587,443386.6
BA,SALVADOR,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PT,0.0314523413754928,443394.13
RS,PORTO ALEGRE,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PT,0.04158890639642,447937.6
MT,CUIABA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PMDB,0.146300451710772,450000
AM,MANAUS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,Reinhold Stephanes,PMDB,PMDB,0.135645725531176,460296
PR,LONDRINA,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PMDB,0.0440955549929542,460340
PE,OLINDA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,0.0520603853238476,461505.06
PE,OLINDA,MINISTERIO DO TURISMO,2015,Henrique Eduardo Alves,PMDB,PSB,0.0495028823971477,462613
RN,NATAL,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PSB,0.150971732321586,473680
PB,JOAO PESSOA,MINISTERIO DO TURISMO,2013,Gastão Vieira,PMDB,PSB,0.121346170991827,475000
CE,FORTALEZA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PSB,0.0553496262202962,476339.16
DF,BRASILIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PT,0.181825324368367,481570.19
ES,VITORIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,Antônio Andrade,PMDB,PSB,0.125496490826871,481826.96
