UF,Municipio,órgão_Concedente,Ano_de_Vigencia,Nome_Ministro,Partido_Ministro,Partido_Governador,Transferencia_percapita,Vl_Liberado
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PMDB,0.0305452093840504,500000
PE,OLINDA,MINISTERIO DA CULTURA,2014,Marta Suplicy,PT,PSB,0.0538925105254768,500000
AL,MACEIO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PMDB,0.149658837713548,500000
BA,SALVADOR,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PT,0.0328862253677239,500000
BA,SALVADOR,"MINISTERIO DO PLANEJAMENTO, DESENVOLVIMENTO E GESTAO",2008,Paulo Bernardo,PT,PT,0.0344766360456678,500000
RJ,RIO DE JANEIRO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2014,Tereza Campello,PT,PMDB,0.0303745061181241,500000
SP,SAO PAULO,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSDB,0.0113545259049421,500000
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PSDB,0.0121205774437023,500000
PE,RECIFE,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,0.0542991817387102,500016.73
AP,MACAPA,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,0.715858242604516,500100
AP,MACAPA,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PDT,0.798584125028527,500400
PI,TERESINA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,0.158352576668561,500512.59
MT,CACERES,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PMDB,0.157425239141413,500944.9
RO,PORTO VELHO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PMDB,0.283338347837693,501000
PE,OLINDA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PSB,0.0569662640903965,501887.37
AC,RIO BRANCO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,Afonso Florense,PT,PT,0.674470607938369,503408
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PT,0.663446228580917,503413.71
BA,FEIRA DE SANTANA,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PT,0.0333442641331487,504377.71
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PT,0.0678948515816133,504528
AP,MACAPA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PSB,0.671976210261655,504595
PE,RECIFE,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PSB,0.0572748782782248,504606.34
BA,SALVADOR,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,0.0332814007216816,506008.22
BA,SALVADOR,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,0.0336462636573969,506179
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PMDB,0.0315280484504181,508000
RJ,RIO DE JANEIRO,MINISTERIO DO TURISMO,2008,Luiz Barretto Filho,PT,PMDB,0.0320153988423399,508160
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,0.0244367450231804,509972.9
MA,SAO LUIS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PCdoB,0.0738676416422891,510000
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PSB,0.0553833122478566,510000
SP,CAMPINAS,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSDB,0.0115929709489459,510500
BA,SALVADOR,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PT,0.0338188406194718,511556.33
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PT,0.741609012460717,512549.72
PE,RECIFE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,0.0578693062891527,513000
CE,FORTALEZA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.0596834419687184,513636
PB,CAMPINA GRANDE,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PSB,0.134630238067966,513637.38
SP,CAMPINAS,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSDB,0.0123644378137227,514198.54
MS,DOURADOS,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PMDB,0.196717860391647,515333.32
BA,SALVADOR,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PT,0.0339046959819741,515484.76
BA,ILHEUS,MINISTERIO DA EDUCACAO,2015,Renato Janine Ribeiro,PT,PT,0.0340442282898623,517606.2
MA,SAO LUIS,PRESIDENCIA DA REPÚBLICA,2013,Gilberto Carvalho,PT,PMDB,0.0762475845565276,518049.04
RJ,CAMPOS DOS GOYTACAZES,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PMDB,0.0316784678083122,518550.51
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,0.0484047892575728,519517.47
RN,NATAL,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PSD,0.15106727577767,520000
MT,CACERES,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PMDB,0.163637026717782,520711.51
AP,MACAPA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PSB,0.695154691894656,522000
DF,BRASILIA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,0.187192458422066,522222.22
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2009,Fernando Haddad,PT,PSDB,0.0126623104622533,524017.55
RO,PORTO VELHO,MINISTERIO DA DEFESA,2012,Celso Amorim,PT,PMDB,0.33018639493689,525000
RN,NATAL,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PSB,0.167389366385969,525191
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PMDB,0.0317399310115804,525296.62
RO,PORTO VELHO,MINISTERIO DA DEFESA,2012,Celso Amorim,PT,PMDB,0.331026508621638,526335.79
AC,RIO BRANCO,MINISTERIO DA DEFESA,2012,Celso Amorim,PT,PT,0.693722248433682,526386.73
MA,SAO LUIS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PCdoB,0.0762574771071867,526500
DF,BRASILIA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PT,0.198789367090902,526500
AP,MACAPA,MINISTERIO DA DEFESA,2012,Celso Amorim,PT,PSB,0.754363714962167,527000
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,0.678847543282809,527100
RO,PORTO VELHO,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PMDB,0.301500516719463,527183
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PCdoB,0.0763845902829869,527377.62
AP,MACAPA,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PSB,0.718945409226717,528422
MT,CUIABA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PMDB,0.166214125645444,528912.13
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PSB,0.0604127793077606,531392.74
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,Guilherme Cassel ,PT,PSB,0.0604741376566161,531932.45
PE,RECIFE,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PSB,0.060079615982442,532593.96
PB,JOAO PESSOA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.139708023572207,533010
BA,SALVADOR,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PT,0.0377341694989912,534894.72
DF,BRASILIA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PT,0.187626606908215,535180.88
AC,RIO BRANCO,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PT,0.705375692224158,535229.2
PI,TERESINA,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PT,0.172352216965933,537569.15
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,0.0482899429892916,539111
PB,JOAO PESSOA,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PSB,0.14148739335668,539798.6
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PT,0.724674459889466,540878.9
CE,FORTALEZA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PSB,0.0633105512769413,541166.5
PI,TERESINA,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PT,0.173665936201012,541666.66
SE,ARACAJU,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PT,0.256671784626886,541800
PE,RECIFE,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,0.0606873027382738,542000
MA,SAO LUIS,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PDT,0.0825001754270335,542000
DF,BRASILIA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PT,0.190288040970813,542772.28
MA,SAO LUIS,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PCdoB,0.0788396277012926,544327.79
PE,RECIFE,MINISTERIO DOS DIREITOS HUMANOS,2008,Paulo Vannuchi,PT,PSB,0.0624504104213852,545454
PB,CAMPINA GRANDE,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,0.139436923110723,545814.82
SE,ARACAJU,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PT,0.258718337062449,546120
MG,MONTES CLAROS,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PT,0.0262033635277341,546840.64
CE,FORTALEZA,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PSB,0.0623058181645861,546956.36
PA,BELEM,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PT,0.0737138589318828,547769.16
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,Afonso Florense,PT,PSB,0.0617949434409315,547800
AP,MACAPA,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSB,0.729579497997102,547850
PI,TERESINA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PT,0.17447481579805,548780
AP,MACAPA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,0.747895226640689,549700
CE,FORTALEZA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PSB,0.0643344300276246,549918.42
PE,RECIFE,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PSB,0.0597271014437669,550000
AP,MACAPA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PSB,0.732442683030768,550000
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,0.0492653064843982,550000
AP,MACAPA,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PDT,0.877740345255175,550000
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PMDB,0.0820519162493741,550922.33
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PSDB,0.0131608486139747,551455.6
BA,SALVADOR,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PT,0.0364925599140732,552000
MA,SAO LUIS,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.0822223759567992,552066.85
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PSDB,0.013209567482989,553496.98
PA,BELEM,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,0.0744850639616096,553500
BA,VITORIA DA CONQUISTA,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PT,0.0368249770658164,554000
AC,RIO BRANCO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PT,0.6894723545232,554000
GO,GOIANIA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PP,0.0935412753319947,554353.66
PB,CAMPINA GRANDE,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PSB,0.141774990477519,554967
BA,SALVADOR,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PT,0.0379166631368872,555000
AM,MANAUS,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,0.163688343354348,555454.95
PI,TERESINA,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PSB,0.175781175848249,555600
SP,CAMPINAS,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PSDB,0.0127277439740577,555740
MA,SAO LUIS,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PMDB,0.0838057380262171,556944.86
CE,FORTALEZA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.0647856839497537,557545.92
PB,JOAO PESSOA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.14614574287758,557571
BA,SALVADOR,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2008,Patrus Ananias,PT,PT,0.0385530845384354,559119
AP,MACAPA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PDT,0.893699260623451,560000
BA,SALVADOR,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PT,0.039629759876676,561765.36
MA,SAO LUIS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PMDB,0.083836889367998,562907.2
SE,ARACAJU,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PT,0.253712509697807,563133.69
CE,FORTALEZA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PSB,0.0655311401747965,563961.32
MT,CUIABA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2014,Tereza Campello,PT,PMDB,0.174951678737807,564106.67
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PMDB,0.0830425381507237,564216
CE,FORTALEZA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PSB,0.0638649143692303,564744.09
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,0.758344585496567,566009.44
BA,FEIRA DE SANTANA,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PT,0.0376420668064908,566292.41
MA,SAO LUIS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2010,Márcia Lopes,PT,PDT,0.0862229623560224,566457.53
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PSB,0.0615253954205602,566559.68
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2008,Paulo Vannuchi,PT,PT,0.833734025611956,567000
AP,MACAPA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PDT,0.905544286788093,567422.2
PE,RECIFE,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,0.0616967101226577,568137.24
CE,FORTALEZA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,0.066125232323244,569074.08
BA,SALVADOR,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PT,0.0389277741538709,569800
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSDB,0.0130596340861781,570231.54
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2016,José Eduardo Cardozo,PT,PMDB,0.0344592769170607,570301.86
AP,MACAPA,MINISTERIO DA DEFESA,2012,Celso Amorim,PT,PSB,0.818281367645669,571653
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PMDB,0.221428452163266,572894.97
CE,FORTALEZA,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PSB,0.0671944141528698,573172.25
PI,TERESINA,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSB,0.18029760373216,576000
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PMDB,0.0513509279717268,577593.8
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2014,Ideli Salvatti,PT,PT,0.731273596666755,577780
RS,PORTO ALEGRE,"MINISTERIO DO PLANEJAMENTO, DESENVOLVIMENTO E GESTAO",2013,Miriam Belchior,PT,PT,0.0517733584508766,578000
AP,MACAPA,MINISTERIO DA DEFESA,2012,Celso Amorim,PT,PSB,0.828722749147583,578947.37
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PT,0.0410797560077498,579115
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PMDB,0.245590549112941,579716
AP,MACAPA,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,0.829833252696099,579723.17
BA,SALVADOR,MINISTERIO DA EDUCACAO,2015,Renato Janine Ribeiro,PT,PT,0.0381494072520967,580021.07
BA,SALVADOR,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.0412880600191558,585272.33
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PSB,0.0636224269836185,585870.3
AC,RIO BRANCO,MINISTERIO DA DEFESA,2012,Celso Amorim,PT,PT,0.772751276380956,586352.85
SP,MARILIA,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSDB,0.0141064905740011,586645.1
BA,FEIRA DE SANTANA,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PT,0.0390464717251644,587420.47
PE,OLINDA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PSB,0.0667211997018021,587830.85
AP,MACAPA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PSB,0.782981228159891,587950
BA,VITORIA DA CONQUISTA,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PT,0.0388935535165705,588318.32
ES,VITORIA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,0.164465427841346,588468.32
SE,ARACAJU,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PT,0.265272975805267,588793
MS,CAMPO GRANDE,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PMDB,0.227630022235801,588940.1
RO,PORTO VELHO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.37068507702148,589393.35
SE,ARACAJU,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PT,0.279318877030149,589605
RJ,RIO DE JANEIRO,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PMDB,0.0366172216254856,590000
PR,CURITIBA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,0.0552111513050372,590000
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.0363585237594004,590148.47
TO,PALMAS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PMDB,0.456811511310312,590223.77
CE,FORTALEZA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,Afonso Florense,PT,PSB,0.0692844058035713,591000
CE,FORTALEZA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.0690624499985766,594351.79
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,0.15580162199807,594409.83
MT,CACERES,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PMDB,0.191147600130451,595489
SP,SAO PAULO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSDB,0.014251179184071,597141.78
PR,LONDRINA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PMDB,0.0559610104464177,598013.18
MT,CUIABA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PMDB,0.188002751630756,598246
BA,VITORIA DA CONQUISTA,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PT,0.0422430098859703,598809.07
MS,DOURADOS,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PMDB,0.231447414242585,598816.72
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2010,Paulo Vannuchi,PT,PT,0.0427559752812694,599500
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.23931494622145,599505
MT,CUIABA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.192494302380225,599684.43
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2008,Luiz Barretto Filho,PT,PMDB,0.256758916088556,599803.72
MT,CUIABA,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PMDB,0.192595598035011,600000
PE,RECIFE,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,0.0671815159464286,600000
DF,BRASILIA,PRESIDENCIA DA REPÚBLICA,2013,Gilberto Carvalho,PT,PT,0.215072187187361,600000
RJ,RIO DE JANEIRO,PRESIDENCIA DA REPÚBLICA,2013,Gilberto Carvalho,PT,PMDB,0.0366542512608604,600000
RJ,RIO DE JANEIRO,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PMDB,0.0372378525004939,600000
AM,MANAUS,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,Guilherme Cassel ,PT,PMDB,0.17236738269035,600000
BA,SALVADOR,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.0423270240906374,600000
RJ,RIO DE JANEIRO,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PMDB,0.0374755729531045,600000
SP,SAO PAULO,MINISTERIO DA CULTURA,2012,Marta Suplicy,PT,PSDB,0.0143193924739994,600000
MG,BELO HORIZONTE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PSDB,0.0299495873570812,600000
PB,JOAO PESSOA,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSB,0.158419977843427,600601.82
MT,CUIABA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PMDB,0.188910657792479,601135.06
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.0371028758209799,602230.32
RS,PORTO ALEGRE,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PT,0.0560036722177951,603193.32
DF,BRASILIA,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PT,0.231116610478863,603213.66
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.797819477428418,605374.25
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.242018935063359,606278.73
BA,SALVADOR,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PT,0.0432630561557479,606610
PI,TERESINA,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,0.193298989590834,607000
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PMDB,0.0371580431736986,608246.66
PB,JOAO PESSOA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,Afonso Florense,PT,PSB,0.160856720827179,609840
SP,SAO PAULO,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSDB,0.0138525216040293,610000
RJ,CAMPOS DOS GOYTACAZES,MINISTERIO DA EDUCACAO,2014,Aloizio Mercadante,PT,PMDB,0.0371243962990973,611111.11
AP,MACAPA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,0.876301656737312,612186.09
PE,RECIFE,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,0.0666440970619696,613695.5
RO,PORTO VELHO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.386056870046811,613834.67
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.0378569953913303,614470.71
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,0.260806046012325,615632.15
SE,ARACAJU,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PT,0.291661085231803,615657.76
ES,VITORIA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PSB,0.158500688150909,615782.94
SP,CAMPINAS,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSDB,0.014696469809148,615800
CE,FORTALEZA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.0717605904249417,617572
GO,GOIANIA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PP,0.104295646524813,618087.29
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PT,0.0436216313949696,618351.5
RN,NATAL,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PSB,0.195239435970649,618544.5
MT,CACERES,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PMDB,0.198660857127449,618895.32
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PSD,0.090783964077845,619073.1
SP,SAO PAULO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSDB,0.0148205712105894,621000
PR,CURITIBA,MINISTERIO DO TURISMO,2008,Luiz Barretto Filho,PT,PMDB,0.0590169996342835,625000
ES,VITORIA,MINISTERIO DA CULTURA,2014,Marta Suplicy,PT,PSB,0.160873131844669,625000
AP,MACAPA,MINISTERIO DA DEFESA,2012,Celso Amorim,PT,PSB,0.897506734879087,627000
BA,SALVADOR,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PT,0.0428737373751175,627558.5
PI,TERESINA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2008,Patrus Ananias,PT,PT,0.201649907026227,629086.61
