UF,Municipio,órgão_Concedente,Ano_de_Vigencia,Partido_Ministro_Partido_Governador,UFMinistro_Ufdestino,Vl_Liberado
PI,TERESINA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2008,nao,nao,1000000
GO,GOIANIA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,112000
AP,MACAPA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2008,nao,nao,1330000
SP,SAO PAULO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,nao,nao,1785224.91
BA,SALVADOR,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,nao,nao,1000000
BA,SALVADOR,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,nao,nao,33600
RS,PORTO ALEGRE,MINISTERIO DO TURISMO,2008,nao,nao,240000
GO,GOIANIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,nao,nao,2170686
MG,BELO HORIZONTE,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,450000
MG,BELO HORIZONTE,MINISTERIO DA INTEGRACAO NACIONAL,2008,nao,nao,150000
TO,PALMAS,MINISTERIO DA CULTURA,2008,nao,nao,100000
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,105555.56
SC,FLORIANOPOLIS,MINISTERIO DA EDUCACAO,2008,nao,nao,362538
GO,GOIANIA,MINISTERIO DO TURISMO,2008,nao,nao,738000
MA,SAO LUIS,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,nao,nao,400000
AP,MACAPA,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,nao,nao,555550
SP,SAO PAULO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2008,nao,nao,243280
MG,BELO HORIZONTE,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,180000
MG,BELO HORIZONTE,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,150000
RN,NATAL,MINISTERIO DA INTEGRACAO NACIONAL,2008,nao,nao,27754637.22
DF,BRASILIA,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,nao,nao,499985
MG,BELO HORIZONTE,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,115000
AC,RIO BRANCO,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,nao,nao,556994.12
MG,BELO HORIZONTE,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,nao,nao,250000
MA,SAO LUIS,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,nao,nao,636420
MA,SAO LUIS,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,nao,nao,100000
MA,SAO LUIS,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,nao,nao,100000
PR,GUARAPUAVA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2008,nao,nao,145232.26
RJ,RIO DE JANEIRO,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,nao,nao,10818651
CE,FORTALEZA,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,nao,3738410
RS,PORTO ALEGRE,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,nao,1168410
AL,MACEIO,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,nao,181700
PE,RECIFE,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,nao,1482040
TO,PALMAS,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,nao,170640
MS,CAMPO GRANDE,MINISTERIO DO ESPORTE,2008,nao,nao,483798
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2010,nao,nao,243424.84
PB,JOAO PESSOA,MINISTERIO DO TURISMO,2008,nao,nao,271562.67
PB,JOAO PESSOA,MINISTERIO DO TURISMO,2008,nao,nao,190436.05
PB,JOAO PESSOA,MINISTERIO DO TURISMO,2008,nao,nao,271562.67
MA,SAO LUIS,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,nao,nao,200000
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,2015226.71
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,253318.16
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,115636
PI,TERESINA,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,nao,nao,400000
SP,SAO PAULO,MINISTERIO DA CULTURA,2008,nao,nao,200000
MG,BELO HORIZONTE,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,246998
RN,NATAL,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2008,nao,nao,197627.4
PR,LONDRINA,MINISTERIO DA CULTURA,2008,nao,nao,187500
PR,LONDRINA,MINISTERIO DA CULTURA,2008,nao,nao,187776.67
MG,BELO HORIZONTE,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,300000
AL,MACEIO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2008,nao,nao,3407053
RJ,RIO DE JANEIRO,MINISTERIO DO TURISMO,2008,nao,nao,300000
DF,BRASILIA,MINISTERIO DA CULTURA,2008,nao,nao,2200000
MA,SAO LUIS,MINISTERIO DO ESPORTE,2008,nao,nao,422533.52
MS,CAMPO GRANDE,MINISTERIO DA CULTURA,2008,nao,nao,441990
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,115636
SP,SAO PAULO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2008,nao,nao,3265198.44
GO,ANAPOLIS,MINISTERIO DA EDUCACAO,2008,nao,nao,333333.5
RS,PORTO ALEGRE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,nao,nao,1927569.82
GO,GOIANIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2008,nao,nao,993390
BA,SALVADOR,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,nao,1840700
SE,ARACAJU,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,nao,310865
AL,MACEIO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2008,nao,nao,953965
PR,CURITIBA,MINISTERIO DO TURISMO,2008,nao,nao,302779.34
MG,BELO HORIZONTE,MINISTERIO DO TURISMO,2008,nao,nao,1075000
AP,MACAPA,MINISTERIO DO TURISMO,2008,nao,nao,200000
TO,PALMAS,MINISTERIO DA CULTURA,2008,nao,nao,177625
MT,CUIABA,MINISTERIO DO TURISMO,2008,nao,nao,269730
MT,CUIABA,MINISTERIO DO TURISMO,2008,nao,nao,269730
MT,CUIABA,MINISTERIO DO TURISMO,2008,nao,nao,269865
SE,ARACAJU,MINISTERIO DA CULTURA,2008,nao,nao,94078.24
AP,MACAPA,MINISTERIO DA CULTURA,2008,nao,nao,335420
MG,BELO HORIZONTE,MINISTERIO DA EDUCACAO,2008,nao,nao,13826563.56
SE,ARACAJU,MINISTERIO DA CULTURA,2008,nao,nao,145000
MT,CUIABA,MINISTERIO DO TURISMO,2008,nao,nao,199600
MT,CUIABA,MINISTERIO DO TURISMO,2008,nao,nao,101900
MT,CUIABA,MINISTERIO DO TURISMO,2008,nao,nao,299800
AP,MACAPA,MINISTERIO DA CULTURA,2008,nao,nao,98594
TO,PALMAS,MINISTERIO DO ESPORTE,2008,nao,nao,488000
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,114459.5
SP,SAO PAULO,MINISTERIO DO ESPORTE,2008,nao,nao,1760101.53
RS,PORTO ALEGRE,MINISTERIO DO TURISMO,2008,nao,nao,509000
MG,BELO HORIZONTE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2008,nao,nao,300000
BA,SALVADOR,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,nao,nao,55000
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2008,nao,nao,382013
SC,FLORIANOPOLIS,PRESIDENCIA DA REPÚBLICA,2008,nao,nao,640290.29
DF,BRASILIA,MINISTERIO DO ESPORTE,2008,nao,nao,89340
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2008,nao,nao,599803.72
PI,TERESINA,MINISTERIO DO ESPORTE,2008,nao,nao,99636
DF,BRASILIA,PRESIDENCIA DA REPÚBLICA,2008,nao,nao,482914.34
PE,RECIFE,MINISTERIO DA CULTURA,2008,nao,nao,1000000
PI,TERESINA,MINISTERIO DA CULTURA,2008,nao,nao,90619.65
PR,CURITIBA,MINISTERIO DO TURISMO,2008,nao,nao,302779.34
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2008,nao,nao,211134.49
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2008,nao,nao,298511.1
PR,CURITIBA,MINISTERIO DO TURISMO,2008,nao,nao,207486.08
RJ,RIO DE JANEIRO,MINISTERIO DA CULTURA,2008,nao,nao,1387500
AC,RIO BRANCO,MINISTERIO DA CULTURA,2008,nao,nao,812500
SP,CAMPINAS,MINISTERIO DA CULTURA,2008,nao,nao,50000
MS,CAMPO GRANDE,MINISTERIO DA CULTURA,2008,nao,nao,1112500
PR,CURITIBA,MINISTERIO DA CULTURA,2008,nao,nao,501676
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2010,nao,nao,316667
PR,CURITIBA,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,nao,1006855
DF,BRASILIA,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,nao,1000535
GO,GOIANIA,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,nao,1208700
MT,CUIABA,MINISTERIO DO TURISMO,2008,nao,nao,269865
GO,GOIANIA,MINISTERIO DA CULTURA,2008,nao,nao,795800
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2008,nao,nao,449242.56
MT,CUIABA,MINISTERIO DO TURISMO,2008,nao,nao,199600
GO,GOIANIA,MINISTERIO DO TURISMO,2008,nao,nao,150000
DF,BRASILIA,MINISTERIO DO TURISMO,2008,nao,nao,413360
MG,BELO HORIZONTE,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,nao,nao,500000
TO,PALMAS,MINISTERIO DA CULTURA,2008,nao,nao,174152
AC,RIO BRANCO,MINISTERIO DA CULTURA,2008,nao,nao,79600
TO,PALMAS,MINISTERIO DA CULTURA,2008,nao,nao,812656.5
TO,PALMAS,MINISTERIO DO TURISMO,2008,nao,nao,216644
MG,BELO HORIZONTE,MINISTERIO DA INTEGRACAO NACIONAL,2008,nao,nao,98500
DF,BRASILIA,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,nao,109810
PI,TERESINA,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,nao,166790
ES,VITORIA,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,nao,718110
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,114461
DF,BRASILIA,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,nao,753660
AC,RIO BRANCO,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,nao,61320
RO,PORTO VELHO,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,nao,844510
RO,PORTO VELHO,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,nao,121660
MT,CUIABA,MINISTERIO DA CULTURA,2009,nao,nao,370000
AC,RIO BRANCO,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,nao,245500
AP,MACAPA,MINISTERIO DA CULTURA,2008,nao,nao,1800000
SC,FLORIANOPOLIS,MINISTERIO DO TURISMO,2008,nao,nao,320000
MG,BELO HORIZONTE,MINISTERIO DO TURISMO,2008,nao,nao,585000
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,110000
MG,BELO HORIZONTE,MINISTERIO DO TURISMO,2008,nao,nao,468382
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2008,nao,nao,199484
PE,OLINDA,MINISTERIO DO TURISMO,2008,nao,nao,446212.92
AP,MACAPA,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,275000
AP,MACAPA,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,233722.72
MG,BELO HORIZONTE,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,nao,nao,550000
RJ,RIO DE JANEIRO,MINISTERIO DO TURISMO,2008,nao,nao,300000
DF,BRASILIA,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,nao,nao,82350
AP,MACAPA,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,277997.1
PR,LONDRINA,MINISTERIO DA EDUCACAO,2008,nao,nao,1666453.37
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2008,nao,nao,180000
GO,GOIANIA,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,2336894.1
GO,GOIANIA,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,5681056.1
MG,MONTES CLAROS,MINISTERIO DA EDUCACAO,2008,nao,nao,10465787
PR,GUARAPUAVA,MINISTERIO DA EDUCACAO,2008,nao,nao,1446414.4
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2009,nao,nao,377368.9
SP,SAO PAULO,MINISTERIO DA JUSTICA,2009,nao,nao,146293.1
MT,CUIABA,MINISTERIO DO TURISMO,2009,nao,nao,199600
MG,BELO HORIZONTE,MINISTERIO DO TURISMO,2009,nao,nao,150000
SP,SAO PAULO,MINISTERIO DO ESPORTE,2009,nao,nao,139200
PR,CURITIBA,MINISTERIO DA CULTURA,2009,nao,nao,99812.2
MS,CAMPO GRANDE,MINISTERIO DA CULTURA,2009,nao,nao,415561
AP,MACAPA,MINISTERIO DA CULTURA,2009,nao,nao,312399.58
PI,TERESINA,MINISTERIO DA CULTURA,2009,nao,nao,203776.41
RJ,RIO DE JANEIRO,MINISTERIO DA CULTURA,2009,nao,nao,3750000
AP,MACAPA,MINISTERIO DA CULTURA,2009,nao,nao,400000
PE,OLINDA,MINISTERIO DO TURISMO,2009,nao,nao,501887.37
RR,BOA VISTA,MINISTERIO DO TURISMO,2009,nao,nao,272501.41
PE,OLINDA,MINISTERIO DO TURISMO,2009,nao,nao,3334000
GO,GOIANIA,MINISTERIO DO TURISMO,2009,nao,nao,495000
PE,OLINDA,MINISTERIO DO TURISMO,2009,nao,nao,3012837.35
RO,PORTO VELHO,MINISTERIO DA CULTURA,2009,nao,nao,458240
MT,CUIABA,MINISTERIO DO TURISMO,2009,nao,nao,298200
PB,JOAO PESSOA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,119060380.71
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2009,nao,nao,306150
AC,RIO BRANCO,MINISTERIO DA CULTURA,2009,nao,nao,140796
DF,BRASILIA,MINISTERIO DA JUSTICA,2009,nao,nao,8194802.3
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2009,nao,nao,9557189.46
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2009,nao,nao,12069719.05
MT,CUIABA,MINISTERIO DA CULTURA,2009,nao,nao,1650000
MT,CUIABA,MINISTERIO DO TURISMO,2009,nao,nao,376728
PE,RECIFE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,nao,nao,726802.59
PE,RECIFE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,nao,nao,1724817.39
PE,RECIFE,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,156160
SP,CAMPINAS,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,101250
MT,CUIABA,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,145606.87
AC,RIO BRANCO,MINISTERIO DA CULTURA,2009,nao,nao,343333.33
MG,BELO HORIZONTE,MINISTERIO DA EDUCACAO,2009,nao,nao,407056.6
RS,PORTO ALEGRE,MINISTERIO DA EDUCACAO,2009,nao,nao,277250
RN,NATAL,MINISTERIO DA EDUCACAO,2009,nao,nao,234355.56
MS,CAMPO GRANDE,MINISTERIO DA EDUCACAO,2009,nao,nao,171669.94
PB,JOAO PESSOA,MINISTERIO DA EDUCACAO,2009,nao,nao,320937.78
GO,GOIANIA,MINISTERIO DA EDUCACAO,2009,nao,nao,194750
PR,CURITIBA,MINISTERIO DA EDUCACAO,2009,nao,nao,260881.73
MT,CUIABA,MINISTERIO DA EDUCACAO,2009,nao,nao,222316
AP,MACAPA,MINISTERIO DA EDUCACAO,2009,nao,nao,241811.11
RO,PORTO VELHO,MINISTERIO DA EDUCACAO,2009,nao,nao,221888.89
DF,BRASILIA,MINISTERIO DA EDUCACAO,2009,nao,nao,188888.89
RJ,RIO DE JANEIRO,MINISTERIO DA EDUCACAO,2009,nao,nao,346562.5
BA,SALVADOR,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2009,nao,nao,400000
RN,NATAL,MINISTERIO DA CULTURA,2009,nao,nao,161327.21
MT,CUIABA,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,2444444.44
MA,SAO LUIS,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2009,nao,nao,17543340.2
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2009,nao,nao,6909568.23
PA,BELEM,MINISTERIO DA CULTURA,2009,nao,nao,200000
PI,TERESINA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,nao,nao,361000
PI,TERESINA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,nao,nao,160000
SP,CAMPINAS,MINISTERIO DO ESPORTE,2009,nao,nao,115210.6
TO,PALMAS,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2009,nao,nao,1172737.5
GO,GOIANIA,MINISTERIO DO TURISMO,2009,nao,nao,287082
TO,PALMAS,MINISTERIO DA EDUCACAO,2009,nao,nao,221351.11
PR,CURITIBA,MINISTERIO DA JUSTICA,2009,nao,nao,411358.52
PR,CURITIBA,MINISTERIO DA JUSTICA,2009,nao,nao,590000
BA,SALVADOR,MINISTERIO DA JUSTICA,2010,nao,nao,479161.72
ES,VITORIA,MINISTERIO DA JUSTICA,2009,nao,nao,4299155.3
ES,VITORIA,MINISTERIO DA JUSTICA,2009,nao,nao,4946740
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2009,nao,nao,579716
SC,FLORIANOPOLIS,MINISTERIO DA EDUCACAO,2009,nao,nao,264325
AM,MANAUS,MINISTERIO DA JUSTICA,2009,nao,nao,866078.8
PE,RECIFE,MINISTERIO DA JUSTICA,2009,nao,nao,790400
PE,RECIFE,MINISTERIO DA JUSTICA,2009,nao,nao,322585.64
RN,NATAL,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,nao,nao,829050.1
AM,MANAUS,MINISTERIO DA EDUCACAO,2009,nao,nao,262931.11
RR,BOA VISTA,MINISTERIO DA EDUCACAO,2009,nao,nao,232034
MA,SAO LUIS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,395812
AP,MACAPA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,250000
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,111695
AL,MACEIO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,799999.99
MS,CAMPO GRANDE,MINISTERIO DA CULTURA,2009,nao,nao,215823
AP,MACAPA,MINISTERIO DA CULTURA,2010,nao,nao,115693.2
SE,ARACAJU,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,155704.99
BA,SALVADOR,MINISTERIO DA JUSTICA,2010,nao,nao,303032.49
BA,SALVADOR,MINISTERIO DA JUSTICA,2010,nao,nao,363694.01
MT,CUIABA,MINISTERIO DA JUSTICA,2009,nao,nao,878104.92
SP,SAO PAULO,MINISTERIO DA JUSTICA,2009,nao,nao,999960
TO,PALMAS,MINISTERIO DA JUSTICA,2009,nao,nao,909404.2
PE,RECIFE,MINISTERIO DA JUSTICA,2009,nao,nao,989426.79
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2009,nao,nao,989898.38
MT,CUIABA,MINISTERIO DA JUSTICA,2009,nao,nao,1291841.6
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2009,nao,nao,615632.15
GO,GOIANIA,MINISTERIO DA JUSTICA,2009,nao,nao,350439.66
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2009,nao,nao,1020321.02
GO,GOIANIA,MINISTERIO DA JUSTICA,2009,nao,nao,1191965
PA,BELEM,MINISTERIO DA CULTURA,2009,nao,nao,161653
MT,CUIABA,MINISTERIO DA JUSTICA,2009,nao,nao,300000
TO,PALMAS,MINISTERIO DA JUSTICA,2009,nao,nao,1745587.56
GO,GOIANIA,MINISTERIO DA JUSTICA,2009,nao,nao,9333.01
AM,MANAUS,MINISTERIO DA JUSTICA,2009,nao,nao,148483.23
MS,CAMPO GRANDE,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,357470
AP,MACAPA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,nao,nao,265300
AM,MANAUS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,108826.5
RJ,RIO DE JANEIRO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,126400
PA,BELEM,MINISTERIO DA CULTURA,2009,nao,nao,499999.1
SC,FLORIANOPOLIS,MINISTERIO DA CULTURA,2009,nao,nao,127850
MA,SAO LUIS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,111375
PB,JOAO PESSOA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,109033.3
PR,CURITIBA,MINISTERIO DA EDUCACAO,2009,nao,nao,272689.5
ES,VITORIA,MINISTERIO DA EDUCACAO,2009,nao,nao,279820
RN,NATAL,MINISTERIO DA JUSTICA,2009,nao,nao,525191
MG,OURO PRETO,MINISTERIO DA CULTURA,2009,nao,nao,218000
RN,NATAL,MINISTERIO DA JUSTICA,2009,nao,nao,450294
MS,CAMPO GRANDE,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,300000
RR,BOA VISTA,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,139240.4
MA,SAO LUIS,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,1000698
AL,MACEIO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,410937.38
GO,GOIANIA,MINISTERIO DO TURISMO,2009,nao,nao,241399.14
PB,JOAO PESSOA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,288193.59
MT,CUIABA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,nao,nao,7136756.5
MS,CAMPO GRANDE,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,288113.84
RR,BOA VISTA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,111000
RN,NATAL,MINISTERIO DA JUSTICA,2009,nao,nao,265710
RN,NATAL,MINISTERIO DA JUSTICA,2009,nao,nao,262860.12
TO,PALMAS,MINISTERIO DA JUSTICA,2009,nao,nao,369158
TO,PALMAS,MINISTERIO DA JUSTICA,2009,nao,nao,911522
SP,SAO PAULO,MINISTERIO DA JUSTICA,2009,nao,nao,633996
MT,CUIABA,MINISTERIO DA JUSTICA,2009,nao,nao,1111112
ES,VITORIA,MINISTERIO DA JUSTICA,2009,nao,nao,1021440
GO,GOIANIA,MINISTERIO DA JUSTICA,2009,nao,nao,927420
MT,CUIABA,MINISTERIO DA JUSTICA,2009,nao,nao,1626641.6
GO,GOIANIA,MINISTERIO DA JUSTICA,2009,nao,nao,50328.25
GO,GOIANIA,MINISTERIO DA JUSTICA,2009,nao,nao,554353.66
SP,SAO PAULO,MINISTERIO DA JUSTICA,2009,nao,nao,512000
PE,RECIFE,MINISTERIO DA JUSTICA,2009,nao,nao,105000.04
TO,PALMAS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,590223.77
AP,MACAPA,MINISTERIO DA JUSTICA,2009,nao,nao,987973.24
ES,VITORIA,MINISTERIO DA JUSTICA,2010,nao,nao,1384106.18
ES,VITORIA,MINISTERIO DA JUSTICA,2010,nao,nao,233601.44
ES,VITORIA,MINISTERIO DA JUSTICA,2010,nao,nao,822871.76
MG,BELO HORIZONTE,MINISTERIO DA INTEGRACAO NACIONAL,2010,nao,nao,2400000
MG,BELO HORIZONTE,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2009,nao,nao,1270000
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2009,nao,nao,907296
PE,OLINDA,MINISTERIO DO TURISMO,2009,nao,nao,192000
GO,GOIANIA,MINISTERIO DA JUSTICA,2009,nao,nao,336195
ES,VITORIA,MINISTERIO DA JUSTICA,2009,nao,nao,1999860
PI,TERESINA,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,100000
PA,BELEM,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,135000
SP,CAMPINAS,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,148690
PE,RECIFE,MINISTERIO DA JUSTICA,2009,nao,nao,298582.86
MA,SAO LUIS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,374682
PE,RECIFE,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,504606.34
PR,CURITIBA,MINISTERIO DA JUSTICA,2009,nao,nao,479950
MT,CUIABA,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,417939
SE,ARACAJU,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,378300
GO,GOIANIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,nao,nao,155254.4
TO,PALMAS,MINISTERIO DA JUSTICA,2009,nao,nao,246483.33
TO,PALMAS,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,90000
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2009,nao,nao,470086.53
PE,RECIFE,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,964078.19
AM,MANAUS,MINISTERIO DA JUSTICA,2009,nao,nao,434064.92
PR,LONDRINA,MINISTERIO DA JUSTICA,2009,nao,nao,476326.02
TO,PALMAS,MINISTERIO DA JUSTICA,2009,nao,nao,275560.89
PA,BELEM,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,111120
MT,CUIABA,MINISTERIO DA JUSTICA,2009,nao,nao,804999.9
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2009,nao,nao,1160033.05
