UF,Municipio,órgão_Concedente,Ano_de_Vigencia,Partido_Ministro_Partido_Governador,UFMinistro_Ufdestino,Vl_Liberado
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2009,nao,nao,287388.66
AP,MACAPA,MINISTERIO DA CULTURA,2009,nao,nao,993800
TO,PALMAS,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,111776.3
AL,MACEIO,MINISTERIO DO TURISMO,2009,nao,nao,10000000
RO,PORTO VELHO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,123005.03
RN,NATAL,MINISTERIO DA SAUDE,2009,nao,nao,70000
PI,TERESINA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,nao,nao,5154990.76
SE,ARACAJU,MINISTERIO DA JUSTICA,2010,nao,nao,372764.7
PA,BELEM,MINISTERIO DA CULTURA,2009,nao,nao,100000
SP,SAO PAULO,MINISTERIO DA CULTURA,2009,nao,nao,125000
AP,MACAPA,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,111112
MG,BELO HORIZONTE,MINISTERIO DA SAUDE,2009,nao,nao,2500000
PR,CURITIBA,MINISTERIO DA JUSTICA,2009,nao,nao,229505.4
PR,CURITIBA,MINISTERIO DA JUSTICA,2009,nao,nao,208445.89
PR,CURITIBA,MINISTERIO DA JUSTICA,2009,nao,nao,184975.42
AP,MACAPA,MINISTERIO DA DEFESA,2009,nao,nao,2777778
AL,MACEIO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,nao,nao,527498
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,3000000
MA,SAO LUIS,MINISTERIO DO TURISMO,2009,nao,nao,110000
MA,SAO LUIS,MINISTERIO DO TURISMO,2009,nao,nao,110000
MA,SAO LUIS,MINISTERIO DO TURISMO,2009,nao,nao,80000
MG,BELO HORIZONTE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,nao,nao,255006.92
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2009,nao,nao,387905.8
AM,MANAUS,MINISTERIO DA JUSTICA,2009,nao,nao,555454.95
DF,BRASILIA,MINISTERIO DO MEIO AMBIENTE,2009,nao,nao,112000
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2009,nao,nao,1903478.7
TO,PALMAS,MINISTERIO DA JUSTICA,2009,nao,nao,1000000
AP,MACAPA,MINISTERIO DA JUSTICA,2009,nao,nao,2362500
MG,BELO HORIZONTE,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,362500
AP,MACAPA,MINISTERIO DA JUSTICA,2009,nao,nao,1431690.4
DF,BRASILIA,MINISTERIO DA JUSTICA,2009,nao,nao,997745.47
PE,RECIFE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,nao,nao,1353879.11
PE,RECIFE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,nao,nao,1282003.59
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2009,nao,nao,1946847.62
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2009,nao,nao,1000000
MG,BELO HORIZONTE,MINISTERIO DO TURISMO,2009,nao,nao,600000
TO,PALMAS,MINISTERIO DA JUSTICA,2009,nao,nao,333020.98
MA,SAO LUIS,MINISTERIO DO TURISMO,2009,nao,nao,160000
PI,TERESINA,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,832500
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2009,nao,nao,154000
PA,BELEM,MINISTERIO DA SAUDE,2009,nao,nao,3394920.44
SP,SAO PAULO,MINISTERIO DA JUSTICA,2009,nao,nao,272840
GO,GOIANIA,MINISTERIO DA JUSTICA,2009,nao,nao,474915.6
RN,NATAL,MINISTERIO DA JUSTICA,2009,nao,nao,994819.18
TO,PALMAS,MINISTERIO DA JUSTICA,2009,nao,nao,407364
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2009,nao,nao,1707745.2
PE,RECIFE,MINISTERIO DA JUSTICA,2009,nao,nao,1061453.59
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2009,nao,nao,686787.63
MG,BELO HORIZONTE,MINISTERIO DA DEFESA,2009,nao,nao,3311550.17
RS,PORTO ALEGRE,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,346084.76
PA,BELEM,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,115000
TO,PALMAS,MINISTERIO DA JUSTICA,2009,nao,nao,663024.27
RN,NATAL,MINISTERIO DA JUSTICA,2009,nao,nao,395547.28
MA,SAO LUIS,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,111000
AM,MANAUS,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,166872.5
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,1000000
SP,SAO PAULO,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,99999.92
MA,SAO LUIS,MINISTERIO DA JUSTICA,2009,nao,nao,111161.18
CE,FORTALEZA,MINISTERIO DA JUSTICA,2009,nao,nao,738415.79
MG,BELO HORIZONTE,MINISTERIO DA INTEGRACAO NACIONAL,2010,nao,nao,4729200
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2009,nao,nao,259073.9
PB,JOAO PESSOA,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,108000
BA,SALVADOR,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,131200
MS,CAMPO GRANDE,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,302000
AM,MANAUS,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,nao,nao,723602.45
MG,MONTES CLAROS,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,90000
RR,BOA VISTA,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,343590
PR,CURITIBA,MINISTERIO DO MEIO AMBIENTE,2009,nao,nao,657600
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,313378
PR,CURITIBA,MINISTERIO DA JUSTICA,2009,nao,nao,392821.43
PB,CAMPINA GRANDE,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,122180.3
AP,MACAPA,MINISTERIO DA INTEGRACAO NACIONAL,2010,nao,nao,115500
TO,PALMAS,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2009,nao,nao,119998.5
AM,MANAUS,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,383284
SP,CAMPINAS,MINISTERIO DA CULTURA,2010,nao,nao,140020
RN,NATAL,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,113956
PB,JOAO PESSOA,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,920733
MA,SAO LUIS,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,594277.94
MA,SAO LUIS,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,450802.56
AP,MACAPA,MINISTERIO DA INTEGRACAO NACIONAL,2010,nao,nao,229985
PE,RECIFE,MINISTERIO DO TURISMO,2009,nao,nao,400000
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2009,nao,nao,161312.4
MT,CUIABA,MINISTERIO DO MEIO AMBIENTE,2009,nao,nao,755856.9
PR,CURITIBA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,3368767.61
MG,BELO HORIZONTE,MINISTERIO DO TURISMO,2009,nao,nao,125000
PA,BELEM,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,nao,nao,125000
DF,BRASILIA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,100000
PA,BELEM,MINISTERIO DA CULTURA,2010,nao,nao,222300
PA,BELEM,MINISTERIO DA CULTURA,2010,nao,nao,100000
GO,GOIANIA,MINISTERIO DO TURISMO,2009,nao,nao,105966
GO,GOIANIA,MINISTERIO DO MEIO AMBIENTE,2009,nao,nao,392122.66
MG,BELO HORIZONTE,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2009,nao,nao,700000
TO,PALMAS,MINISTERIO DO TURISMO,2009,nao,nao,125000
DF,BRASILIA,MINISTERIO DA SAUDE,2009,nao,nao,385000
AP,MACAPA,MINISTERIO DA JUSTICA,2009,nao,nao,560000
GO,GOIANIA,MINISTERIO DA JUSTICA,2009,nao,nao,1512000
RO,PORTO VELHO,MINISTERIO DA JUSTICA,2009,nao,nao,348274.23
AP,MACAPA,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,158470
AP,MACAPA,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,150000
AP,MACAPA,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,200000
AP,MACAPA,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,150000
AP,MACAPA,MINISTERIO DA JUSTICA,2009,nao,nao,2439078.6
DF,BRASILIA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,100000
DF,BRASILIA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,100000
DF,BRASILIA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,100000
RO,PORTO VELHO,MINISTERIO DO MEIO AMBIENTE,2009,nao,nao,557980
TO,PALMAS,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,70000
AP,MACAPA,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,100000
AP,MACAPA,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,550000
MA,SAO LUIS,MINISTERIO DO TURISMO,2009,nao,nao,180000
AP,MACAPA,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,300000
AP,MACAPA,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,100000
SP,SAO PAULO,MINISTERIO DA JUSTICA,2009,nao,nao,378960
GO,GOIANIA,MINISTERIO DO TURISMO,2009,nao,nao,395378.12
AP,MACAPA,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,500400
AP,MACAPA,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,165000
AP,MACAPA,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,150000
MT,CUIABA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,nao,nao,3700000
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2009,nao,nao,1725520.5
AP,MACAPA,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,100000
AP,MACAPA,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,100000
AP,MACAPA,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,150000
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2009,nao,nao,211500
PI,TERESINA,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2009,nao,nao,235300
BA,FEIRA DE SANTANA,MINISTERIO DO ESPORTE,2009,nao,nao,35000
PE,RECIFE,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,157760.98
SP,SAO PAULO,MINISTERIO DO ESPORTE,2009,nao,nao,45300
TO,PALMAS,MINISTERIO DA JUSTICA,2009,nao,nao,101020
MT,CUIABA,MINISTERIO DA JUSTICA,2009,nao,nao,686377.87
MT,CUIABA,MINISTERIO DA JUSTICA,2009,nao,nao,1980652.8
RN,NATAL,MINISTERIO DA JUSTICA,2009,nao,nao,1077574.18
PE,RECIFE,MINISTERIO DO TURISMO,2009,nao,nao,820049.49
MG,BELO HORIZONTE,MINISTERIO DA EDUCACAO,2010,nao,nao,120000
MG,BELO HORIZONTE,MINISTERIO DA SAUDE,2009,nao,nao,1875360
AP,MACAPA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,nao,nao,956873
SE,ARACAJU,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,135830
GO,GOIANIA,MINISTERIO DO TURISMO,2009,nao,nao,180000
SP,SAO PAULO,MINISTERIO DA SAUDE,2009,nao,nao,360000
RR,BOA VISTA,MINISTERIO DA DEFESA,2009,nao,nao,1247942.91
MT,CUIABA,MINISTERIO DA DEFESA,2009,nao,nao,2311334.2
SP,SAO PAULO,MINISTERIO DA DEFESA,2009,nao,nao,2919966.61
RN,NATAL,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,100000.02
PR,CURITIBA,MINISTERIO DA CULTURA,2009,nao,nao,770000
MA,SAO LUIS,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,1000000
BA,SALVADOR,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2009,nao,nao,945000
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,nao,3074980.44
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2009,nao,nao,387780
TO,PALMAS,MINISTERIO DO TURISMO,2009,nao,nao,218673
PR,CURITIBA,MINISTERIO DO TURISMO,2009,nao,nao,183000
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2009,nao,nao,118895.43
CE,FORTALEZA,MINISTERIO DO TURISMO,2009,nao,nao,72000
RO,PORTO VELHO,MINISTERIO DO TURISMO,2009,nao,nao,59236.5
PA,BELEM,MINISTERIO DA DEFESA,2009,nao,nao,1490079.17
DF,BRASILIA,MINISTERIO DA JUSTICA,2009,nao,nao,177315
PE,RECIFE,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,143462.57
MG,BELO HORIZONTE,MINISTERIO DO TURISMO,2009,nao,nao,510602.34
RJ,RIO DE JANEIRO,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2009,nao,nao,500000
MS,DOURADOS,MINISTERIO DA EDUCACAO,2010,nao,nao,112222.6
RJ,RIO DE JANEIRO,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2009,nao,nao,2000000
AP,MACAPA,MINISTERIO DA JUSTICA,2009,nao,nao,567422.2
RN,NATAL,MINISTERIO DA JUSTICA,2009,nao,nao,1010120
RR,BOA VISTA,MINISTERIO DA JUSTICA,2009,nao,nao,2758260
RN,NATAL,MINISTERIO DA JUSTICA,2009,nao,nao,1834891.25
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,1130896.73
PA,BELEM,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,1171572
MS,CAMPO GRANDE,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,714064
PE,RECIFE,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,169566.87
MS,CAMPO GRANDE,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,nao,nao,831998.01
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2009,nao,nao,1170117.22
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2009,nao,nao,26347440.38
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2009,nao,nao,112087.48
AP,MACAPA,MINISTERIO DA CULTURA,2010,nao,nao,100000
AM,MANAUS,MINISTERIO DO ESPORTE,2009,nao,nao,4244042.52
PI,TERESINA,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,168580
MS,CAMPO GRANDE,MINISTERIO DA CULTURA,2009,nao,nao,456530.28
AP,MACAPA,MINISTERIO DA JUSTICA,2009,nao,nao,1260000
PA,BELEM,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,150000
PE,RECIFE,MINISTERIO DA SAUDE,2009,nao,nao,107000
PA,BELEM,MINISTERIO DA SAUDE,2009,nao,nao,115000
PE,RECIFE,MINISTERIO DA SAUDE,2009,nao,nao,225390
PE,RECIFE,MINISTERIO DA SAUDE,2009,nao,nao,267720
SP,SAO PAULO,MINISTERIO DA SAUDE,2009,nao,nao,427750
SP,CAMPINAS,MINISTERIO DA SAUDE,2009,nao,nao,427750
RO,PORTO VELHO,MINISTERIO DA SAUDE,2009,nao,nao,629073
SP,MARILIA,MINISTERIO DA SAUDE,2009,nao,nao,415800
MG,BELO HORIZONTE,MINISTERIO DA SAUDE,2009,nao,nao,100000
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2009,nao,nao,636000
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2010,nao,nao,9525168.34
MG,BELO HORIZONTE,MINISTERIO DA SAUDE,2009,nao,nao,625000
PA,BELEM,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,149990.79
RN,NATAL,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,124000
AM,MANAUS,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,231225
SP,SAO PAULO,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,444744
MG,BELO HORIZONTE,MINISTERIO DA SAUDE,2009,nao,nao,187500
DF,BRASILIA,MINISTERIO DA SAUDE,2009,nao,nao,465000
PE,RECIFE,MINISTERIO DA SAUDE,2009,nao,nao,160050
PA,BELEM,PRESIDENCIA DA REPÚBLICA,2009,nao,nao,10000
AM,MANAUS,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,226215.28
PE,RECIFE,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,nao,1300793.37
MA,SAO LUIS,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,nao,708764.12
RJ,RIO DE JANEIRO,MINISTERIO DO TURISMO,2009,nao,nao,22300000
PA,BELEM,MINISTERIO DA SAUDE,2009,nao,nao,251803.8
MG,BELO HORIZONTE,MINISTERIO DA SAUDE,2009,nao,nao,264825
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2010,nao,nao,215310
MG,BELO HORIZONTE,MINISTERIO DO TURISMO,2010,nao,nao,150000
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2010,nao,nao,254000
SP,CAMPINAS,PRESIDENCIA DA REPÚBLICA,2010,nao,nao,150000
SE,ARACAJU,MINISTERIO DA JUSTICA,2010,nao,nao,107316
ES,VITORIA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2010,nao,nao,3202151.4
RR,BOA VISTA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2010,nao,nao,550365.6
RN,NATAL,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2010,nao,nao,4550713
PB,JOAO PESSOA,MINISTERIO DO TURISMO,2010,nao,nao,390600
MA,SAO LUIS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2010,nao,nao,490200
TO,PALMAS,MINISTERIO DA CULTURA,2010,nao,nao,1081406.2
PB,JOAO PESSOA,MINISTERIO DA CULTURA,2010,nao,nao,440720
RO,PORTO VELHO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2010,nao,nao,4721195.32
AC,RIO BRANCO,PRESIDENCIA DA REPÚBLICA,2010,nao,nao,367000.06
MG,BELO HORIZONTE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2010,nao,nao,437222.49
SC,FLORIANOPOLIS,MINISTERIO DO TURISMO,2010,nao,nao,11999155.25
RN,NATAL,PRESIDENCIA DA REPÚBLICA,2010,nao,nao,137018
SP,SAO PAULO,PRESIDENCIA DA REPÚBLICA,2010,nao,nao,600000
GO,ANAPOLIS,PRESIDENCIA DA REPÚBLICA,2010,nao,nao,125729.2
MG,BELO HORIZONTE,PRESIDENCIA DA REPÚBLICA,2010,nao,nao,249600
PA,BELEM,MINISTERIO DA CULTURA,2010,nao,nao,1764814.13
GO,GOIANIA,PRESIDENCIA DA REPÚBLICA,2010,nao,nao,121200
AM,MANAUS,PRESIDENCIA DA REPÚBLICA,2010,nao,nao,112732
BA,SALVADOR,PRESIDENCIA DA REPÚBLICA,2010,nao,nao,220000
TO,PALMAS,PRESIDENCIA DA REPÚBLICA,2010,nao,nao,339734
MA,SAO LUIS,PRESIDENCIA DA REPÚBLICA,2010,nao,nao,2000000
ES,VITORIA,MINISTERIO DA JUSTICA,2010,nao,nao,125000
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2010,nao,nao,112500
GO,GOIANIA,MINISTERIO DA JUSTICA,2010,nao,nao,113839.98
TO,PALMAS,MINISTERIO DA JUSTICA,2010,nao,nao,100000
CE,FORTALEZA,MINISTERIO DA JUSTICA,2010,nao,nao,112500
AM,MANAUS,MINISTERIO DO ESPORTE,2010,nao,nao,930072.24
BA,SALVADOR,PRESIDENCIA DA REPÚBLICA,2010,nao,nao,112000
SE,ARACAJU,PRESIDENCIA DA REPÚBLICA,2010,nao,nao,378300
SP,SAO PAULO,PRESIDENCIA DA REPÚBLICA,2010,nao,nao,102400
PB,JOAO PESSOA,MINISTERIO DOS DIREITOS HUMANOS,2010,nao,nao,308000
MT,CUIABA,MINISTERIO DO TURISMO,2010,nao,nao,15900992.2
MT,CUIABA,MINISTERIO DO TURISMO,2010,nao,nao,6250000
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2010,nao,nao,19861875.34
ES,VITORIA,MINISTERIO DO ESPORTE,2010,nao,nao,1489484.21
PE,OLINDA,MINISTERIO DO TURISMO,2010,nao,nao,234100
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2010,nao,nao,2255768.27
AP,MACAPA,PRESIDENCIA DA REPÚBLICA,2010,nao,nao,400000
MS,CAMPO GRANDE,MINISTERIO DA EDUCACAO,2010,nao,nao,211111.11
PE,RECIFE,MINISTERIO DO ESPORTE,2010,nao,nao,682174.32
AP,MACAPA,MINISTERIO DA CULTURA,2010,nao,nao,200000
GO,GOIANIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2010,nao,nao,3107780
GO,GOIANIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2010,nao,nao,5330006
AM,MANAUS,MINISTERIO DA EDUCACAO,2010,nao,nao,229360.33
PB,JOAO PESSOA,MINISTERIO DA EDUCACAO,2010,nao,nao,317160
RN,NATAL,MINISTERIO DA CULTURA,2010,nao,nao,200000
RN,NATAL,MINISTERIO DA CULTURA,2010,nao,nao,120956
DF,BRASILIA,MINISTERIO DO TURISMO,2010,nao,nao,66000
BA,SALVADOR,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2010,nao,nao,1339286
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2010,nao,nao,412836.02
PB,JOAO PESSOA,MINISTERIO DOS DIREITOS HUMANOS,2010,nao,nao,301600
PR,CURITIBA,MINISTERIO DA EDUCACAO,2010,nao,nao,272250
RN,NATAL,MINISTERIO DA EDUCACAO,2010,nao,nao,240407.78
RO,PORTO VELHO,MINISTERIO DA EDUCACAO,2010,nao,nao,244111.11
AP,MACAPA,MINISTERIO DA EDUCACAO,2010,nao,nao,245092.53
RJ,RIO DE JANEIRO,MINISTERIO DA EDUCACAO,2010,nao,nao,371562.5
PR,GUARAPUAVA,MINISTERIO DA EDUCACAO,2010,nao,nao,220875
MS,DOURADOS,MINISTERIO DA EDUCACAO,2010,nao,nao,231227
SP,SAO PAULO,PRESIDENCIA DA REPÚBLICA,2010,nao,nao,129300
MS,CAMPO GRANDE,MINISTERIO DOS DIREITOS HUMANOS,2010,nao,nao,220000
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2010,nao,nao,416868.8
RO,PORTO VELHO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2010,nao,nao,1085957.6
SC,FLORIANOPOLIS,MINISTERIO DA EDUCACAO,2010,nao,nao,355406.25
TO,PALMAS,MINISTERIO DA EDUCACAO,2010,nao,nao,237253.7
MG,BELO HORIZONTE,MINISTERIO DA EDUCACAO,2010,nao,nao,387056.6
MA,SAO LUIS,MINISTERIO DOS DIREITOS HUMANOS,2010,nao,nao,50000
MT,CUIABA,PRESIDENCIA DA REPÚBLICA,2010,nao,nao,1632972.35
AC,RIO BRANCO,PRESIDENCIA DA REPÚBLICA,2010,nao,nao,891000
DF,BRASILIA,MINISTERIO DA DEFESA,2010,nao,nao,3000000
PI,TERESINA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2010,nao,nao,836480
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2010,nao,nao,350000
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2010,nao,nao,665000
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2010,nao,nao,350000
RS,PORTO ALEGRE,MINISTERIO DA EDUCACAO,2010,nao,nao,271180
MG,BELO HORIZONTE,PRESIDENCIA DA REPÚBLICA,2010,nao,nao,100000
RR,BOA VISTA,MINISTERIO DA EDUCACAO,2010,nao,nao,210701.7
GO,GOIANIA,MINISTERIO DA EDUCACAO,2010,nao,nao,198580
ES,VITORIA,MINISTERIO DA EDUCACAO,2010,nao,nao,281150
AP,MACAPA,MINISTERIO DA DEFESA,2010,nao,nao,850000
MT,CUIABA,MINISTERIO DA EDUCACAO,2010,nao,nao,269240
AP,MACAPA,MINISTERIO DOS DIREITOS HUMANOS,2010,nao,nao,100918
PE,RECIFE,MINISTERIO DOS DIREITOS HUMANOS,2010,nao,nao,220969.35
PI,TERESINA,PRESIDENCIA DA REPÚBLICA,2010,nao,nao,253800
MS,CAMPO GRANDE,MINISTERIO DA CULTURA,2010,nao,nao,200000
DF,BRASILIA,MINISTERIO DA EDUCACAO,2010,nao,nao,211111.11
CE,FORTALEZA,MINISTERIO DA EDUCACAO,2010,nao,nao,313991.22
PB,JOAO PESSOA,MINISTERIO DA INTEGRACAO NACIONAL,2010,nao,nao,2000000
AP,MACAPA,MINISTERIO DA JUSTICA,2010,nao,nao,1015801.71
MT,CUIABA,MINISTERIO DA JUSTICA,2010,nao,nao,450090.93
AP,MACAPA,MINISTERIO DA JUSTICA,2010,nao,nao,409049.99
SP,SAO PAULO,MINISTERIO DA JUSTICA,2010,nao,nao,4326815.52
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2010,nao,nao,463000
AP,MACAPA,MINISTERIO DA JUSTICA,2010,nao,nao,310753.73
DF,BRASILIA,MINISTERIO DA SAUDE,2010,nao,nao,178709.4
PE,RECIFE,MINISTERIO DA SAUDE,2010,nao,nao,374400
PE,RECIFE,MINISTERIO DA JUSTICA,2010,nao,nao,228028.59
PR,CURITIBA,MINISTERIO DA JUSTICA,2010,nao,nao,294011.84
RN,NATAL,MINISTERIO DA JUSTICA,2010,nao,nao,319938.6
PE,RECIFE,MINISTERIO DA JUSTICA,2010,nao,nao,373696.81
RN,NATAL,MINISTERIO DA JUSTICA,2010,nao,nao,101331.66
PE,RECIFE,MINISTERIO DA JUSTICA,2010,nao,nao,1787889.95
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2010,nao,nao,258630.07
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2010,nao,nao,412557.59
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2010,nao,nao,2039465.57
TO,PALMAS,MINISTERIO DA JUSTICA,2010,nao,nao,303030.3
MT,CUIABA,MINISTERIO DA JUSTICA,2010,nao,nao,2311405.18
AP,MACAPA,MINISTERIO DA JUSTICA,2010,nao,nao,400000
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2010,nao,nao,369507.24
SP,SAO PAULO,MINISTERIO DA JUSTICA,2010,nao,nao,310400.61
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2010,nao,nao,310725.93
MT,CUIABA,MINISTERIO DA JUSTICA,2010,nao,nao,1200020
MT,CUIABA,MINISTERIO DA JUSTICA,2010,nao,nao,497137.04
MT,CUIABA,MINISTERIO DA JUSTICA,2010,nao,nao,173758.1
