UF,Municipio,órgão_Concedente,Ano_de_Vigencia,Nome_Ministro,Partido_Ministro,Partido_Governador,Governo_Base_Aliada,Partido_Ministro_Partido_Governador,UFMinistro_Ufdestino,Transferencia_percapita,Vl_Liberado
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PT,sim,sim,nao,0.0201856541901381,150000
PR,CURITIBA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2008,Guilherme Cassel ,PT,PMDB,sim,nao,nao,0.014164079912228,150000
PE,RECIFE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.0169208497921499,150000
PR,MARINGA,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PMDB,sim,sim,nao,0.0143683652277515,150000
BA,SALVADOR,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2015,Kátia Abreu,PMDB,PT,sim,nao,nao,0.00986586761031717,150000
GO,GOIANIA,MINISTERIO DO TURISMO,2008,Luiz Barretto Filho,PT,PP,sim,nao,nao,0.0256629773570418,150000
AC,RIO BRANCO,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PT,sim,sim,nao,0.204696278485193,150000
CE,FORTALEZA,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2012,Marco Antonio Raupp,sem_partido,PSB,sim,nao,nao,0.0174296900826806,150000
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PT,sim,sim,nao,0.200971361580975,150000
GO,GOIANIA,MINISTERIO DOS DIREITOS HUMANOS,2010,Paulo Vannuchi,PT,PP,sim,nao,nao,0.0249831571881956,150000
AP,MACAPA,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PDT,sim,nao,nao,0.239383730524139,150000
AP,MACAPA,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PDT,sim,nao,nao,0.239383730524139,150000
AP,MACAPA,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PDT,sim,nao,nao,0.239383730524139,150000
AP,MACAPA,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PDT,sim,nao,nao,0.239383730524139,150000
SP,SAO PAULO,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PSDB,nao,nao,sim,0.00337864593061018,150000
RJ,NITEROI,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PMDB,sim,nao,nao,0.00936870586041136,149997
PA,BELEM,PRESIDENCIA DA REPÚBLICA,2009,Franklin Martins,sem_partido,PT,sim,nao,nao,0.0201844147909708,149990.79
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.189465460744892,149696.85
GO,GOIANIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PP,sim,nao,nao,0.0249223648390377,149635
AM,MANAUS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PMDB,sim,nao,nao,0.0429769340841273,149600
PE,RECIFE,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,sim,nao,nao,0.0162196035206411,149359.03
MS,CAMPO GRANDE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2008,Guilherme Cassel ,PT,PMDB,sim,nao,nao,0.0639025229681797,149280
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PT,sim,sim,nao,0.0200771899416231,149194
AM,MANAUS,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PMDB,sim,sim,nao,0.0438598189586809,148832.55
SP,MARILIA,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSDB,nao,nao,sim,0.0035771697004912,148763.37
PE,OLINDA,MINISTERIO DO TURISMO,2015,Henrique Eduardo Alves,PMDB,PSB,sim,nao,nao,0.0159169423615807,148746.58
PE,RECIFE,MINISTERIO DO ESPORTE,2013,Aldo Rebelo,PCdoB,PSB,sim,nao,nao,0.016134053678375,148571.24
RS,PORTO ALEGRE,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PT,sim,sim,nao,0.0132503229598919,148500
AM,MANAUS,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,sim,nao,nao,0.0437568770151434,148483.23
ES,VITORIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,Reinhold Stephanes,PMDB,PMDB,sim,sim,nao,0.0425748573568644,148467
RJ,RIO DE JANEIRO,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PMDB,sim,nao,nao,0.0090413819776789,148000
GO,GOIANIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PP,sim,nao,nao,0.0246435894467813,147961.22
MT,CACERES,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PMDB,sim,nao,nao,0.0481005194641372,147950.56
DF,BRASILIA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.0556702920712304,147444.55
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PMDB,sim,nao,nao,0.062375329273738,147236.84
RS,PORTO ALEGRE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2014,Neri Geller,PP,PT,sim,nao,nao,0.01311112764799,146940
RR,BOA VISTA,MINISTERIO DA DEFESA,2015,Aldo Rebelo,PCdoB,PP,sim,nao,nao,0.289417519504019,146348.31
BA,SALVADOR,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PT,sim,sim,nao,0.0103778494840123,146300
MT,CUIABA,MINISTERIO DO ESPORTE,2014,Aldo Rebelo,PCdoB,PMDB,sim,nao,nao,0.0453578806565154,146250
BA,SALVADOR,MINISTERIO DO ESPORTE,2013,Aldo Rebelo,PCdoB,PT,sim,nao,nao,0.00972139511890912,146250
BA,SALVADOR,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PT,sim,sim,nao,0.0104304610256641,146250
AC,RIO BRANCO,MINISTERIO DO ESPORTE,2010,Orlando Silva,PCdoB,PT,sim,nao,nao,0.199578871523063,146250
BA,ILHEUS,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PT,sim,sim,nao,0.00966264281102189,146160.72
DF,BRASILIA,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PT,sim,nao,nao,0.0551125113836646,145967.25
AC,RIO BRANCO,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2014,Clelio Campolina Diniz,sem_partido,PT,sim,nao,nao,0.1844974882958,145771.65
MT,CUIABA,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PMDB,sim,nao,nao,0.0467240194958104,145561.02
CE,FORTALEZA,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PSB,sim,nao,nao,0.0170561747645796,145490.16
PI,TERESINA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,sim,sim,nao,0.0462464133277165,145460
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.00877998243386233,145308.92
PR,GUARAPUAVA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2008,Guilherme Cassel ,PT,PMDB,sim,nao,nao,0.0137138755764899,145232.26
PR,CURITIBA,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PMDB,sim,sim,nao,0.0138997084275539,145107.41
PE,RECIFE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.0163598999323504,145027.29
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PT,sim,sim,nao,0.0195130655011021,145001.98
CE,SOBRAL,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,sim,nao,nao,0.016848700413258,145000
PR,PONTA GROSSA,MINISTERIO DA EDUCACAO,2008,Fernando Haddad,PT,PMDB,sim,nao,nao,0.0136906408198018,144986.2
RO,PORTO VELHO,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PMDB,sim,nao,nao,0.0917819899861902,144687.24
DF,BRASILIA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.0507221358223962,144678.4
CE,FORTALEZA,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PSB,sim,nao,nao,0.0170997939762466,144460
SC,LAGES,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PMDB,sim,nao,nao,0.0236061557087787,144440
SP,SAO PAULO,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSDB,nao,nao,sim,0.00346932898952872,144278.61
DF,BRASILIA,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PT,sim,sim,nao,0.0516173249249667,144000
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PSDB,nao,nao,sim,0.00349072630378627,144000
CE,FORTALEZA,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PSB,sim,nao,nao,0.0167240816151048,143927.53
PE,RECIFE,MINISTERIO DOS DIREITOS HUMANOS,2015,Nilma Lino Gomes,sem_partido,PSB,sim,nao,nao,0.0153594160322126,143536.4
PE,RECIFE,PRESIDENCIA DA REPÚBLICA,2009,Franklin Martins,sem_partido,PSB,sim,nao,nao,0.0162835869922508,143462.57
AC,RIO BRANCO,MINISTERIO DO TRABALHO E EMPREGO,2012,Brizola Neto,PDT,PT,sim,nao,nao,0.188173687969994,142783.56
PE,RECIFE,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,sim,nao,nao,0.0159203397414049,142185
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.0573766984836351,142151
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.0573157500452068,142000
PB,JOAO PESSOA,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSB,sim,nao,nao,0.0373537534289935,141615.55
BA,SALVADOR,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PT,sim,sim,nao,0.0100883419040224,141453
SE,ARACAJU,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PT,sim,sim,nao,0.0676800509909402,141436.62
AC,RIO BRANCO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PT,sim,sim,nao,0.204562948901223,141380
SC,FLORIANOPOLIS,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PMDB,sim,nao,nao,0.0230848067977361,141250
AP,MACAPA,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PSB,sim,nao,nao,0.206263617910832,141146.4
RS,PORTO ALEGRE,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PT,sim,nao,nao,0.0130911751180505,140999.85
AC,RIO BRANCO,MINISTERIO DA CULTURA,2009,Juca Ferreira,PV,PT,sim,nao,nao,0.203717958363959,140796
DF,BRASILIA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.0529914571543783,140349.57
RJ,RIO DE JANEIRO,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PMDB,sim,nao,nao,0.0085526586275341,140000
AP,MACAPA,MINISTERIO DA DEFESA,2013,Celso Amorim,PT,PSB,sim,nao,nao,0.19047722708695,140000
MS,CAMPO GRANDE,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PMDB,sim,nao,nao,0.0593095185846376,140000
GO,GOIANIA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PP,sim,nao,nao,0.0236235087660091,140000
AC,RIO BRANCO,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PT,sim,nao,nao,0.190868731005891,139867.27
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,sim,nao,nao,0.0228519158265023,139825
PI,TERESINA,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PT,sim,sim,nao,0.0444148061011183,139699
RJ,RIO DE JANEIRO,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PMDB,sim,nao,nao,0.00860315814474014,139641
BA,FEIRA DE SANTANA,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PT,sim,sim,nao,0.00995844932243725,139631.72
SP,SAO PAULO,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSDB,nao,nao,sim,0.00335562465211394,139550
AC,RIO BRANCO,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PT,sim,sim,nao,0.183644940734278,139347.21
MA,SAO LUIS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,Antônio Andrade,PMDB,PMDB,sim,sim,nao,0.0204583223498635,139000
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSDB,nao,nao,sim,0.00318087996682093,138888.89
ES,VITORIA,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSB,sim,nao,nao,0.0357493560570278,138888
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.182888231991629,138773.03
PB,JOAO PESSOA,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PSB,sim,nao,nao,0.0365583456425406,138600
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.0123792106497619,138202.04
PI,TERESINA,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PSB,sim,nao,nao,0.0432838112083352,137822.84
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PT,sim,sim,nao,0.00915741594217069,137765.42
BA,SALVADOR,MINISTERIO DAS CIDADES,2009,Marcio Fortes de Almeida,PP,PT,sim,nao,nao,0.00940425748789195,137653.54
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PMDB,sim,nao,nao,0.0200904934312127,137637.64
RJ,RIO DE JANEIRO,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PMDB,sim,sim,nao,0.00846755648708534,137440
PI,TERESINA,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PSB,sim,nao,nao,0.0431168789566876,137291.3
BA,SALVADOR,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PT,sim,sim,nao,0.00978309847382207,137173.05
MS,CAMPO GRANDE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2014,Neri Geller,PP,PMDB,sim,nao,nao,0.0523375273938535,137106.37
RN,NATAL,PRESIDENCIA DA REPÚBLICA,2010,Franklin Martins,sem_partido,PSB,sim,nao,nao,0.0432488156273742,137018
TO,PALMAS,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.0902445935189549,136731.93
BA,ILHEUS,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2010,Carlos Lupi,PDT,PT,sim,nao,nao,0.0097340271664121,136485
PR,CASCAVEL,MINISTERIO DA EDUCACAO,2008,Fernando Haddad,PT,PMDB,sim,nao,nao,0.0128868679999347,136474.11
DF,BRASILIA,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PT,sim,sim,nao,0.0514216932247751,136192
SC,FLORIANOPOLIS,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PMDB,sim,nao,nao,0.0217531067980739,135950
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.0126421678653321,135685.48
BA,SALVADOR,MINISTERIO DAS CIDADES,2014,Gilberto Occhi,PP,PT,sim,nao,nao,0.00896854903267942,135661.6
PA,BELEM,PRESIDENCIA DA REPÚBLICA,2009,Franklin Martins,sem_partido,PT,sim,nao,nao,0.0181670887711243,135000
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PMDB,sim,sim,nao,0.0544903257472036,135000
BA,SALVADOR,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PT,sim,nao,nao,0.00962655954113674,134978.15
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.00819711875939825,134934.19
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PSDB,nao,nao,sim,0.0032395871275978,134724.36
PE,RECIFE,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,sim,nao,nao,0.0145263184757644,133766.33
SP,MARILIA,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSDB,nao,nao,sim,0.00321130369636663,133548.14
BA,SALVADOR,MINISTERIO DO ESPORTE,2011,Aldo Rebelo,PCdoB,PT,sim,nao,nao,0.00944930931261963,133210.06
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PT,sim,sim,nao,0.19272903005504,133201.2
MT,CUIABA,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PMDB,sim,nao,nao,0.0427128887542146,133065
SC,FLORIANOPOLIS,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PMDB,sim,nao,nao,0.0217364906484878,133000
BA,SALVADOR,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PT,sim,sim,nao,0.00948547908658688,133000
TO,PALMAS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PMDB,sim,nao,nao,0.0960726529921869,132912
AP,MACAPA,MINISTERIO DA INTEGRACAO NACIONAL,2010,Geddel Vieira Lima,PMDB,PDT,sim,nao,nao,0.198609921802213,132808.27
SC,LAGES,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,Guilherme Cassel ,PT,PMDB,sim,nao,nao,0.0211210746402777,132000
MA,SAO LUIS,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.0192675864895684,132000
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.00812095470713646,131814.18
PR,MARINGA,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PMDB,sim,nao,nao,0.012598655829854,131524.94
PI,TERESINA,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PT,sim,nao,nao,0.0417891346681186,131440.41
PB,JOAO PESSOA,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSB,sim,nao,nao,0.0333174014962404,131400
PR,MARINGA,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PMDB,sim,sim,nao,0.0125723195742826,131250
BA,SALVADOR,PRESIDENCIA DA REPÚBLICA,2009,Franklin Martins,sem_partido,PT,sim,nao,nao,0.00896336252893622,131200
AP,MACAPA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PDT,sim,nao,nao,0.209145830972744,131052.66
BA,SALVADOR,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PT,sim,sim,nao,0.00924938355361259,130391.64
PI,TERESINA,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSB,sim,nao,nao,0.0408119965518083,130382.82
CE,FORTALEZA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PSB,sim,nao,nao,0.0152250711264138,130141
AP,MACAPA,MINISTERIO DA DEFESA,2011,Celso Amorim,PT,PSB,sim,nao,nao,0.189974879475552,130000
PB,JOAO PESSOA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2016,Kátia Abreu,PMDB,PSB,sim,nao,nao,0.0327274393396912,130000
AP,MACAPA,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.189860646119179,129921.83
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.00622509949039012,129912.23
PE,RECIFE,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PSB,sim,nao,nao,0.014095595940729,129800
GO,GOIANIA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,Guilherme Cassel ,PT,PP,sim,nao,nao,0.0216021032487265,129700
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2009,Geddel Vieira Lima,PMDB,PT,sim,nao,nao,0.0412093758196689,129616.88
PI,TERESINA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,sim,sim,nao,0.0411404226908189,129400
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.172567409144197,128800
BA,SALVADOR,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PT,sim,sim,nao,0.00912158349384242,128590
RS,PORTO ALEGRE,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PT,sim,sim,nao,0.0119637335002986,128404
RR,BOA VISTA,MINISTERIO DA DEFESA,2015,Aldo Rebelo,PCdoB,PP,sim,nao,nao,0.253340353791542,128105.35
PB,JOAO PESSOA,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PSB,sim,nao,nao,0.0337538510234227,127967.6
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,sim,nao,nao,0.0208980831520461,127870
SC,FLORIANOPOLIS,MINISTERIO DA CULTURA,2009,Juca Ferreira,PV,PMDB,sim,nao,nao,0.0208948145068358,127850
SP,SAO JOSE DO RIO PRETO,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSDB,nao,nao,sim,0.00305122387966804,127850
BA,SALVADOR,MINISTERIO DAS CIDADES,2014,Gilberto Occhi,PP,PT,sim,nao,nao,0.00843888398611934,127649.69
CE,FORTALEZA,PRESIDENCIA DA REPÚBLICA,2009,Franklin Martins,sem_partido,PSB,sim,nao,nao,0.0148793685025016,127186
MG,BELO HORIZONTE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PSDB,nao,nao,sim,0.00634252793984526,127064.08
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.0117751067419345,126825
PR,PONTA GROSSA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,Guilherme Cassel ,PT,PMDB,sim,nao,nao,0.0121456749161199,126796
PI,TERESINA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,Mendes Ribeiro Filho,PMDB,PSB,sim,nao,nao,0.0403635040043462,126750
PE,RECIFE,MINISTERIO DO ESPORTE,2009,Orlando Silva,PCdoB,PSB,sim,nao,nao,0.0143838181319589,126725.12
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2010,João Santana,PMDB,PT,sim,nao,nao,0.040611154483066,126666.8
MA,SAO LUIS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PCdoB,sim,nao,nao,0.0183220718975482,126500
RJ,RIO DE JANEIRO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PMDB,sim,nao,nao,0.00789485403545402,126400
AP,MACAPA,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,sim,nao,nao,0.180812236437915,126315.79
PI,TERESINA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PT,sim,sim,nao,0.0394075956889266,126263.04
PI,TERESINA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,sim,sim,nao,0.0400953796507515,126113
RN,NATAL,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PSB,sim,nao,nao,0.0401232685086824,125888.4
GO,ANAPOLIS,PRESIDENCIA DA REPÚBLICA,2010,Franklin Martins,sem_partido,PP,sim,nao,nao,0.0209407491116406,125729.2
ES,VITORIA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.0327205064586184,125626
MS,DOURADOS,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PMDB,sim,nao,nao,0.0485114149321157,125512.08
MS,CAMPO GRANDE,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PMDB,sim,nao,nao,0.0500381064457616,125349.86
PR,CASCAVEL,MINISTERIO DA EDUCACAO,2008,Fernando Haddad,PT,PMDB,sim,nao,nao,0.0118033999268567,125000
PR,CURITIBA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PMDB,sim,nao,nao,0.0116972778188638,125000
PR,CURITIBA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PMDB,sim,nao,nao,0.0116972778188638,125000
PA,BELEM,MINISTERIO DA CULTURA,2010,Juca Ferreira,PV,PT,sim,nao,nao,0.0164732096849822,125000
TO,PALMAS,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PMDB,sim,nao,nao,0.0967454071085429,125000
ES,VITORIA,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PMDB,sim,nao,nao,0.0355854460649898,125000
MT,CUIABA,MINISTERIO DA SAUDE,2015,Marcelo Castro,PMDB,PDT,sim,nao,nao,0.0382791412978038,125000
AP,MACAPA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2010,Márcia Lopes,PT,PDT,sim,nao,nao,0.186932938929757,125000
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2010,Márcia Lopes,PT,PT,sim,sim,nao,0.170580232070994,125000
DF,BRASILIA,MINISTERIO DA CULTURA,2013,Marta Suplicy,PT,PT,sim,sim,nao,0.0448067056640336,125000
CE,FORTALEZA,MINISTERIO DA CULTURA,2012,Marta Suplicy,PT,PSB,sim,nao,nao,0.0145247417355672,125000
RJ,RIO DE JANEIRO,MINISTERIO DA CULTURA,2012,Marta Suplicy,PT,PMDB,sim,nao,nao,0.00770113912169432,125000
BA,SALVADOR,MINISTERIO DA CULTURA,2014,Marta Suplicy,PT,PT,sim,sim,nao,0.00826371374865789,125000
PA,BELEM,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,Reinhold Stephanes,PMDB,PT,sim,nao,nao,0.0168213784917818,125000
RO,PORTO VELHO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.0785556326339881,124904.32
PE,RECIFE,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.0135595821274794,124864.09
